,1,2,3,4,5,avg
shot_noise,0.7235999703407288,0.5888000130653381,0.423799991607666,0.20399999618530273,0.10439999401569366,0.40891999304294585
motion_blur,0.7613999843597412,0.6681999564170837,0.5338000059127808,0.3967999815940857,0.32679998874664307,0.5373999834060669
snow,0.6757999658584595,0.47759997844696045,0.5059999823570251,0.3962000012397766,0.33079999685287476,0.4772799849510193
pixelate,0.8357999920845032,0.8321999907493591,0.7802000045776367,0.6556000113487244,0.5521999597549438,0.7311999917030334
gaussian_noise,0.7437999844551086,0.6319999694824219,0.4509999752044678,0.25439998507499695,0.08540000021457672,0.4333199828863144
defocus_blur,0.6886000037193298,0.6146000027656555,0.4713999927043915,0.34860000014305115,0.24799999594688416,0.47423999905586245
brightness,0.8463999629020691,0.8341999650001526,0.8033999800682068,0.7569999694824219,0.6909999847412109,0.7863999724388122
fog,0.70660001039505,0.6347999572753906,0.5371999740600586,0.4745999872684479,0.30239999294281006,0.5311199843883514
zoom_blur,0.6633999943733215,0.5857999920845032,0.5309999585151672,0.4702000021934509,0.4123999774456024,0.5325599849224091
frost,0.7347999811172485,0.5699999928474426,0.4413999915122986,0.41679999232292175,0.3407999873161316,0.5007599890232086
glass_blur,0.7378000020980835,0.6419999599456787,0.42559999227523804,0.33559998869895935,0.25519999861717224,0.47923998832702636
impulse_noise,0.6359999775886536,0.4991999864578247,0.39640000462532043,0.20739999413490295,0.07919999957084656,0.36363999247550965
contrast,0.7545999884605408,0.6732000112533569,0.5291999578475952,0.23879998922348022,0.06780000030994415,0.45271998941898345
jpeg_compression,0.8179999589920044,0.7973999977111816,0.7835999727249146,0.7137999534606934,0.5981999635696411,0.742199969291687
elastic_transform,0.7913999557495117,0.6164000034332275,0.7931999564170837,0.7383999824523926,0.5591999888420105,0.6997199773788452
average,0.7411999821662902,0.6444266517957051,0.56047998269399,0.44054665565490725,0.33025332192579904,0.5433813188473383
