,1,2,3,4,5,avg
shot_noise,0.7989999651908875,0.7815999984741211,0.7540000081062317,0.6969999670982361,0.6215999722480774,0.7306399822235108
motion_blur,0.7573999762535095,0.6692000031471252,0.5133999586105347,0.352400004863739,0.27799999713897705,0.5140799880027771
snow,0.6723999977111816,0.4649999737739563,0.4277999997138977,0.2831999957561493,0.2680000066757202,0.42327999472618105
pixelate,0.8226000070571899,0.8154000043869019,0.788599967956543,0.7343999743461609,0.6743999719619751,0.7670799851417541
gaussian_noise,0.7996000051498413,0.7829999923706055,0.7507999539375305,0.6995999813079834,0.5916000008583069,0.7249199867248535
defocus_blur,0.6819999814033508,0.6061999797821045,0.43219998478889465,0.2895999848842621,0.20019999146461487,0.4420399844646454
brightness,0.8301999568939209,0.8046000003814697,0.7615999579429626,0.6976000070571899,0.5952000021934509,0.7378399848937989
fog,0.6055999994277954,0.4813999831676483,0.33660000562667847,0.28299999237060547,0.13099999725818634,0.3675199955701828
zoom_blur,0.7013999819755554,0.6277999877929688,0.5483999848365784,0.4893999993801117,0.42179998755455017,0.5577599883079529
frost,0.7129999995231628,0.56659996509552,0.4301999807357788,0.4099999964237213,0.3271999955177307,0.48939998745918273
glass_blur,0.7421999573707581,0.6629999876022339,0.4867999851703644,0.39100000262260437,0.2717999815940857,0.5109599828720093
impulse_noise,0.7757999897003174,0.7651999592781067,0.7405999898910522,0.6832000017166138,0.5697999596595764,0.7069199800491333
contrast,0.6793999671936035,0.5266000032424927,0.28700000047683716,0.09339999407529831,0.03439999744296074,0.3241599924862385
jpeg_compression,0.81659996509552,0.8041999936103821,0.7911999821662903,0.7515999674797058,0.6661999821662903,0.7659599781036377
elastic_transform,0.7811999917030334,0.5938000082969666,0.7741999626159668,0.7231999635696411,0.5257999897003174,0.6796399831771851
average,0.7452266494433085,0.6635733226935069,0.5882266481717427,0.5052399888634682,0.41179998889565467,0.5828133196135361
