,1,2,3,4,5,avg
shot_noise,0.7749999761581421,0.710599958896637,0.604200005531311,0.3709999918937683,0.23519998788833618,0.5391999840736389
motion_blur,0.7591999769210815,0.6679999828338623,0.5151999592781067,0.3610000014305115,0.28360000252723694,0.5173999845981598
snow,0.6561999917030334,0.47859999537467957,0.43860000371932983,0.2881999909877777,0.2800000011920929,0.42831999659538267
pixelate,0.8199999928474426,0.81659996509552,0.8033999800682068,0.7619999647140503,0.7063999772071838,0.7816799759864808
gaussian_noise,0.7791999578475952,0.7249999642372131,0.613599956035614,0.41659998893737793,0.19439999759197235,0.5457599729299545
defocus_blur,0.6983999609947205,0.6265999674797058,0.4765999913215637,0.3643999993801117,0.2687999904155731,0.48695998191833495
brightness,0.8259999752044678,0.7991999983787537,0.7527999877929688,0.6721999645233154,0.5449999570846558,0.7190399765968323
fog,0.592799961566925,0.47999998927116394,0.3531999886035919,0.30059999227523804,0.1542000025510788,0.3761599868535995
zoom_blur,0.703000009059906,0.6430000066757202,0.5741999745368958,0.5199999809265137,0.44519999623298645,0.5770799934864044
frost,0.7134000062942505,0.5419999957084656,0.40379998087882996,0.3807999789714813,0.2996000051498413,0.4679199934005737
glass_blur,0.7513999938964844,0.6801999807357788,0.5133999586105347,0.4213999807834625,0.31679999828338623,0.5366399824619293
impulse_noise,0.7409999966621399,0.6649999618530273,0.5893999934196472,0.3723999857902527,0.1915999948978424,0.5118799865245819
contrast,0.6505999565124512,0.519599974155426,0.3165999948978424,0.12159999459981918,0.054999999701976776,0.3326799839735031
jpeg_compression,0.8197999596595764,0.8155999779701233,0.8064000010490417,0.7755999565124512,0.7102000117301941,0.7855199813842774
elastic_transform,0.7813999652862549,0.589199960231781,0.7737999558448792,0.723800003528595,0.5267999768257141,0.6789999723434448
average,0.7378266453742981,0.6506133119265238,0.5690133154392243,0.4567733183503151,0.34751999328533806,0.5523493168751399
