,1,2,3,4,5,avg
shot_noise,0.6937999725341797,0.5699999928474426,0.409199982881546,0.21619999408721924,0.13239999115467072,0.40431998670101166
motion_blur,0.7983999848365784,0.7269999980926514,0.578000009059906,0.39239999651908875,0.2994000017642975,0.5590399980545044
snow,0.645799994468689,0.3919999897480011,0.4267999827861786,0.30300000309944153,0.21719999611377716,0.39695999324321746
pixelate,0.8312000036239624,0.8285999894142151,0.739799976348877,0.5491999983787537,0.429999977350235,0.6757599890232087
gaussian_noise,0.696399986743927,0.5773999691009521,0.39980000257492065,0.2295999974012375,0.08819999545812607,0.39827999025583266
defocus_blur,0.7267999649047852,0.651199996471405,0.5069999694824219,0.3775999844074249,0.2595999836921692,0.5044399797916412
brightness,0.8477999567985535,0.823199987411499,0.7789999842643738,0.7113999724388123,0.6082000136375427,0.7539199829101563
fog,0.701200008392334,0.625,0.5293999910354614,0.47119998931884766,0.2919999957084656,0.5237599968910217
zoom_blur,0.7303999662399292,0.6567999720573425,0.6055999994277954,0.5361999869346619,0.4713999927043915,0.6000799834728241
frost,0.6937999725341797,0.48499998450279236,0.35019999742507935,0.33319997787475586,0.25200000405311584,0.4228399872779846
glass_blur,0.7277999520301819,0.6057999730110168,0.37599998712539673,0.30320000648498535,0.22280000150203705,0.44711998403072356
impulse_noise,0.6317999958992004,0.5051999688148499,0.39819997549057007,0.21119999885559082,0.08839999884366989,0.3669599875807762
contrast,0.7347999811172485,0.6399999856948853,0.46480000019073486,0.18559999763965607,0.06079999729990959,0.4171999923884869
jpeg_compression,0.8115999698638916,0.7813999652862549,0.7511999607086182,0.6574000120162964,0.5271999835968018,0.7057599782943725
elastic_transform,0.8133999705314636,0.6287999749183655,0.7759999632835388,0.6909999847412109,0.46879997849464417,0.6755999743938446
average,0.7389999787012737,0.6331599831581116,0.5393999854723612,0.41122666001319885,0.2945599940915902,0.5234693202873072
