,1,2,3,4,5,avg
shot_noise,0.7931999564170837,0.7771999835968018,0.7523999810218811,0.6899999976158142,0.5827999711036682,0.7191199779510498
motion_blur,0.7487999796867371,0.6599999666213989,0.5059999823570251,0.34379997849464417,0.2701999843120575,0.5057599782943726
snow,0.652999997138977,0.4765999913215637,0.43219998478889465,0.3105999827384949,0.2849999964237213,0.4314799904823303
pixelate,0.8143999576568604,0.8029999732971191,0.7549999952316284,0.6371999979019165,0.5479999780654907,0.711519980430603
gaussian_noise,0.7945999503135681,0.7771999835968018,0.7418000102043152,0.703000009059906,0.574999988079071,0.7183199882507324
defocus_blur,0.675000011920929,0.6033999919891357,0.43959999084472656,0.290800005197525,0.20160000026226044,0.44208000004291537
brightness,0.8325999975204468,0.8137999773025513,0.7767999768257141,0.7077999711036682,0.6087999939918518,0.7479599833488464
fog,0.6495999693870544,0.5425999760627747,0.41419997811317444,0.35019999742507935,0.17399999499320984,0.42611998319625854
zoom_blur,0.6951999664306641,0.6103999614715576,0.5429999828338623,0.4885999858379364,0.423799991607666,0.5521999776363373
frost,0.723800003528595,0.5551999807357788,0.41579997539520264,0.3935999870300293,0.31700000166893005,0.4810799896717072
glass_blur,0.7293999791145325,0.6304000020027161,0.42719998955726624,0.33820000290870667,0.2443999946117401,0.4739199936389923
impulse_noise,0.7037999629974365,0.7369999885559082,0.7295999526977539,0.6773999929428101,0.5485999584197998,0.6792799711227417
contrast,0.7089999914169312,0.5877999663352966,0.3630000054836273,0.12919999659061432,0.05219999700784683,0.36823999136686325
jpeg_compression,0.8115999698638916,0.7919999957084656,0.7703999876976013,0.703000009059906,0.5577999949455261,0.7269599914550782
elastic_transform,0.7925999760627747,0.6101999878883362,0.7727999687194824,0.710599958896637,0.5019999742507935,0.6776399731636047
average,0.7417733112970988,0.665119981765747,0.5893199841181437,0.4982666581869125,0.39274665464957553,0.5774453180034955
